Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Customer Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5933,US2014-7760,2014-07-08,2014-07-10,First Class,RL-9615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,19120,East,OFF-XER-10000661,Office Supplies,Paper,Xerox 216,7.776,2,0.4,1.0368
5934,US2014-7760,2014-07-08,2014-07-10,First Class,RL-9615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,19120,East,TEC-APP-10001430,Technology,Phones,Apple iPhone 5S,683.988,2,0.4,-113.998
5935,US2014-7760,2014-07-08,2014-07-10,First Class,RL-9615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,19120,East,OFF-PLA-10002900,Office Supplies,Storage,Plastic Stacking Crates & Casters,5.58,2,0.5,-2.6784
5936,US2014-7760,2014-07-08,2014-07-10,First Class,RL-9615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,19120,East,TEC-AMA-10001911,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,8.388,2,0.4,0.4194
5937,US2014-7760,2014-07-08,2014-07-10,First Class,RL-9615,Rob Lucas,Consumer,Philadelphia,Pennsylvania,19120,East,TEC-PLA-10002177,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,395.94,2,0.4,-46.193
5938,US2013-3400,2013-07-05,2013-07-05,Same Day,RB-9465,Rick Bensley,Home Office,Seattle,Washington,98103,West,FUR-MAS-10002738,Furniture,Furnishings,"Master Caster Door Stop, Brown",18.288,4,0.1,4.8768
5939,US2013-3400,2013-07-05,2013-07-05,Same Day,RB-9465,Rick Bensley,Home Office,Seattle,Washington,98103,West,TEC-AVA-10004615,Technology,Phones,Avaya 4621SW VoIP phone,133.11,2,0.1,28.101
5940,US2013-3400,2013-07-05,2013-07-05,Same Day,RB-9465,Rick Bensley,Home Office,Seattle,Washington,98103,West,TEC-OTT-10003776,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,53.982,2,0.1,11.996
5941,US2014-3810,2014-05-20,2014-05-26,Standard Class,JF-5295,Jason Fortune-,Consumer,Plano,Texas,75023,Central,TEC-JAB-10002583,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,59.995,1,0.5,-26.3978
5942,US2014-3810,2014-05-20,2014-05-26,Standard Class,JF-5295,Jason Fortune-,Consumer,Plano,Texas,75023,Central,OFF-AVE-10003671,Office Supplies,Labels,Avery 491,9.912,4,0.4,0.9912
5943,US2014-300,2014-10-13,2014-10-15,Second Class,RW-9690,Robert Waldorf,Consumer,Los Angeles,California,90049,West,TEC-SAN-10003674,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,392.256,12,0.1,87.168
5944,US2014-300,2014-10-13,2014-10-15,Second Class,RW-9690,Robert Waldorf,Consumer,Los Angeles,California,90049,West,OFF-NEW-10003420,Office Supplies,Art,Newell 343,5.292,2,0.1,0.9996
5945,US2013-2870,2013-08-07,2013-08-14,Standard Class,VG-11790,Vivek Gonzalez,Consumer,Los Angeles,California,90032,West,TEC-PAN-10001871,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,237.564,4,0.1,44.8732
5946,US2011-4030,2011-08-25,2011-08-29,Standard Class,JM-5265,Janet Molinari,Corporate,Los Angeles,California,90036,West,FUR-ELD-10001923,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",5.652,1,0.1,2.0096
5947,US2011-4030,2011-08-25,2011-08-29,Standard Class,JM-5265,Janet Molinari,Corporate,Los Angeles,California,90036,West,TEC-SAN-10003554,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,68.472,4,0.1,16.7376
5948,US2011-4030,2011-08-25,2011-08-29,Standard Class,JM-5265,Janet Molinari,Corporate,Los Angeles,California,90036,West,OFF-XER-10003257,Office Supplies,Paper,Xerox 23,23.328,4,0.1,9.8496
5949,US2011-4030,2011-08-25,2011-08-29,Standard Class,JM-5265,Janet Molinari,Corporate,Los Angeles,California,90036,West,OFF-POR-10001702,Office Supplies,Storage,Portable Personal File Box,43.956,4,0.1,8.3028
5950,US2012-8700,2012-09-14,2012-09-18,Second Class,BE-1455,Brad Eason,Home Office,Des Moines,Iowa,50315,Central,OFF-WIL-10000584,Office Supplies,Binders,Wilson Jones Impact Binders,20.72,4,0,10.1528
5951,US2014-6800,2014-03-06,2014-03-06,Same Day,CB-2535,Claudia Bergmann,Corporate,Southaven,Mississippi,38671,South,OFF-LAS-10003205,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,4,0,19.6328
5952,US2014-6800,2014-03-06,2014-03-06,Same Day,CB-2535,Claudia Bergmann,Corporate,Southaven,Mississippi,38671,South,TEC-LOG-10002969,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,199.98,2,0,83.9916
5953,US2014-6800,2014-03-06,2014-03-06,Same Day,CB-2535,Claudia Bergmann,Corporate,Southaven,Mississippi,38671,South,OFF-KEN-10002934,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0,78.672
5954,US2014-6800,2014-03-06,2014-03-06,Same Day,CB-2535,Claudia Bergmann,Corporate,Southaven,Mississippi,38671,South,OFF-IBI-10000985,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,234.36,6,0,112.4928
5955,US2014-720,2014-04-16,2014-04-22,Standard Class,SD-10485,Shirley Daniels,Home Office,Houston,Texas,77041,Central,OFF-XER-10004272,Office Supplies,Paper,Xerox 207,15.552,4,0.4,2.0736
5956,US2011-3680,2011-03-30,2011-03-31,First Class,SG-10890,Susan Gilcrest,Corporate,New York City,New York,10009,East,OFF-SAN-10003044,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",7.56,4,0.1,1.512
5957,US2011-440,2011-11-11,2011-11-15,Second Class,TS-11430,Tom Stivers,Corporate,Reading,Pennsylvania,19601,East,FUR-GE -10000262,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",17.976,2,0.4,1.7976
5958,US2011-440,2011-11-11,2011-11-15,Second Class,TS-11430,Tom Stivers,Corporate,Reading,Pennsylvania,19601,East,FUR-ATL-10002663,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,4,0.4,-146.1488
5959,US2013-7190,2013-03-13,2013-03-16,Second Class,DK-3225,Dean Katz,Corporate,San Francisco,California,94109,West,OFF-TEN-10004573,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",487.116,4,0.1,-48.7116
5960,US2013-7190,2013-03-13,2013-03-16,Second Class,DK-3225,Dean Katz,Corporate,San Francisco,California,94109,West,OFF-EUR-10003924,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,111.528,4,0.1,19.8272
5961,US2013-7190,2013-03-13,2013-03-16,Second Class,DK-3225,Dean Katz,Corporate,San Francisco,California,94109,West,OFF-SEC-10003211,Office Supplies,Envelopes,Security-Tint Envelopes,27.504,4,0.1,11.9184
5962,US2013-7190,2013-03-13,2013-03-16,Second Class,DK-3225,Dean Katz,Corporate,San Francisco,California,94109,West,FUR-HON-10004005,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,577.764,2,0.1,115.5528
5963,US2014-8960,2014-02-10,2014-02-15,Second Class,ML-7395,Marina Lichtenstein,Corporate,Los Angeles,California,90045,West,FUR-MAS-10001903,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",19.008,4,0.1,4.4352
5964,US2011-2420,2011-11-11,2011-11-13,Second Class,MA-7560,Matt Abelman,Home Office,Los Angeles,California,90004,West,TEC-MOP-10004009,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.928,8,0.1,115.1856
5965,US2011-2420,2011-11-11,2011-11-13,Second Class,MA-7560,Matt Abelman,Home Office,Los Angeles,California,90004,West,OFF-COM-10001370,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.002,2,0.1,1.2448
5966,US2011-2420,2011-11-11,2011-11-13,Second Class,MA-7560,Matt Abelman,Home Office,Los Angeles,California,90004,West,OFF-XER-10001305,Office Supplies,Paper,Xerox 1979,111.528,4,0.1,43.372
5967,US2014-8940,2014-08-21,2014-08-26,Standard Class,LR-7035,Lisa Ryan,Corporate,San Francisco,California,94109,West,OFF-ACM-10003799,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,10.332,2,0.1,2.296
5968,US2014-8940,2014-08-21,2014-08-26,Standard Class,LR-7035,Lisa Ryan,Corporate,San Francisco,California,94109,West,OFF-COM-10001401,Office Supplies,Storage,"Companion Letter/Legal File, Black",203.904,6,0.1,40.7808
5969,US2014-8940,2014-08-21,2014-08-26,Standard Class,LR-7035,Lisa Ryan,Corporate,San Francisco,California,94109,West,TEC-PLA-10001074,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,80.91,2,0.1,16.182
5970,US2013-4870,2013-01-15,2013-01-17,First Class,BE-1335,Bill Eplett,Home Office,New York City,New York,10009,East,OFF-XER-10004308,Office Supplies,Paper,Xerox 1893,73.782,2,0.1,31.9722
5971,US2011-3610,2011-07-20,2011-07-22,First Class,CC-2145,Charles Crestani,Consumer,San Diego,California,92105,West,OFF-XER-10000520,Office Supplies,Paper,Xerox 189,94.365,1,0.1,39.843
5972,US2011-3610,2011-07-20,2011-07-22,First Class,CC-2145,Charles Crestani,Consumer,San Diego,California,92105,West,OFF-WIL-10003531,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,9.792,2,0.1,4.2432
5973,US2011-3610,2011-07-20,2011-07-22,First Class,CC-2145,Charles Crestani,Consumer,San Diego,California,92105,West,OFF-XER-10001001,Office Supplies,Paper,Xerox 1897,17.928,4,0.1,7.7688
5974,US2011-3610,2011-07-20,2011-07-22,First Class,CC-2145,Charles Crestani,Consumer,San Diego,California,92105,West,FUR-NU--10003655,Furniture,Furnishings,Nu-Dell Leatherette Frames,25.812,2,0.1,7.4568
5975,US2014-2200,2014-02-07,2014-02-12,Standard Class,BD-1770,Bryan Davis,Consumer,New York City,New York,10024,East,FUR-ATL-10004058,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",270.882,1,0.1,60.196
5976,US2012-4590,2012-12-25,2012-12-29,Standard Class,JK-5640,Jim Kriz,Home Office,New York City,New York,10011,East,OFF-KEN-10003523,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,373.464,2,0.1,82.992
5977,US2013-5600,2013-10-09,2013-10-14,Standard Class,DB-3615,Doug Bickford,Consumer,Charlotte,North Carolina,28205,South,OFF-FEL-10001575,Office Supplies,Storage,Fellowes Econo/Stor Drawers,310.176,4,0.2,-54.2808
5978,US2014-4840,2014-07-14,2014-07-18,Standard Class,RR-9525,Rick Reed,Corporate,Overland Park,Kansas,66212,Central,OFF-STA-10000402,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0,93.6988
5979,US2014-4840,2014-07-14,2014-07-18,Standard Class,RR-9525,Rick Reed,Corporate,Overland Park,Kansas,66212,Central,OFF-STR-10004018,Office Supplies,Paper,Strathmore Photo Mount Cards,13.56,2,0,6.2376
5980,US2014-3890,2014-04-25,2014-04-26,First Class,SV-10935,Susan Vittorini,Consumer,Mesa,Arizona,85204,West,TEC-AT&-10000789,Technology,Phones,AT&T 841000 Phone,690,10,0,172.5
5981,US2011-8780,2011-09-07,2011-09-13,Standard Class,RB-9465,Rick Bensley,Home Office,Tulsa,Oklahoma,74133,Central,FUR-KI -10004966,Furniture,Tables,KI Adjustable-Height Table,275.136,4,0.2,20.6352
5982,US2011-8780,2011-09-07,2011-09-13,Standard Class,RB-9465,Rick Bensley,Home Office,Tulsa,Oklahoma,74133,Central,OFF-AVE-10004279,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,2,0,15.3888
5983,US2011-8780,2011-09-07,2011-09-13,Standard Class,RB-9465,Rick Bensley,Home Office,Tulsa,Oklahoma,74133,Central,FUR-PAD-10002870,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96,2,0,45.3488
5984,US2011-8780,2011-09-07,2011-09-13,Standard Class,RB-9465,Rick Bensley,Home Office,Tulsa,Oklahoma,74133,Central,OFF-AKR-10002151,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86,2,0,5.7594
5985,US2013-3530,2013-11-22,2013-11-29,Standard Class,MV-8190,Mike Vittorini,Consumer,New York City,New York,10035,East,OFF-XER-10003327,Office Supplies,Paper,Xerox 1975,11.664,2,0.1,5.0544
5986,US2014-8080,2014-09-17,2014-09-19,Second Class,EH-4185,Evan Henry,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-XER-10003222,Office Supplies,Paper,Xerox 1927,15.408,6,0.4,1.284
5987,US2013-7000,2013-07-20,2013-07-26,Standard Class,JS-6030,Joy Smith,Consumer,Hattiesburg,Mississippi,39401,South,FUR-ADV-10003451,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0,76.0878
5988,US2013-7000,2013-07-20,2013-07-26,Standard Class,JS-6030,Joy Smith,Consumer,Hattiesburg,Mississippi,39401,South,OFF-PRE-10003115,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0,35.6776
5989,US2013-7000,2013-07-20,2013-07-26,Standard Class,JS-6030,Joy Smith,Consumer,Hattiesburg,Mississippi,39401,South,OFF-ROG-10003223,Office Supplies,Storage,Rogers Deluxe File Chest,70.336,4,0.2,-16.7048
5990,US2013-7000,2013-07-20,2013-07-26,Standard Class,JS-6030,Joy Smith,Consumer,Hattiesburg,Mississippi,39401,South,OFF-XER-10004308,Office Supplies,Paper,Xerox 1893,245.94,6,0,120.5106
5991,US2013-7000,2013-07-20,2013-07-26,Standard Class,JS-6030,Joy Smith,Consumer,Hattiesburg,Mississippi,39401,South,OFF-AVE-10001425,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,8.6,1,0,4.042
5992,US2013-7000,2013-07-20,2013-07-26,Standard Class,JS-6030,Joy Smith,Consumer,Hattiesburg,Mississippi,39401,South,FUR-HON-10003410,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,403.92,4,0,100.98
5993,US2014-1640,2014-09-16,2014-09-22,Standard Class,ES-4020,Erica Smith,Consumer,Los Angeles,California,90049,West,OFF-GBC-10000446,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,3031.056,8,0.1,1347.136
5994,US2014-1640,2014-09-16,2014-09-22,Standard Class,ES-4020,Erica Smith,Consumer,Los Angeles,California,90049,West,TEC-PAN-10001871,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,356.346,6,0.1,67.3098
5995,US2014-1640,2014-09-16,2014-09-22,Standard Class,ES-4020,Erica Smith,Consumer,Los Angeles,California,90049,West,FUR-GLO-10002082,Furniture,Chairs,Global Deluxe Steno Chair,138.564,2,0.1,1.5396
5996,US2013-1970,2013-12-12,2013-12-12,Same Day,NS-8640,Noel Staavos,Corporate,Columbus,Ohio,43229,East,OFF-ACC-10002151,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,4,0.4,-16.24
5997,US2013-1970,2013-12-12,2013-12-12,Same Day,NS-8640,Noel Staavos,Corporate,Columbus,Ohio,43229,East,OFF-ELI-10000084,Office Supplies,Supplies,"Elite 5"" Scissors",13.52,2,0.2,1.69
5998,US2013-1970,2013-12-12,2013-12-12,Same Day,NS-8640,Noel Staavos,Corporate,Columbus,Ohio,43229,East,FUR-OFF-10003162,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",314.352,4,0.4,-162.4152
5999,US2013-1970,2013-12-12,2013-12-12,Same Day,NS-8640,Noel Staavos,Corporate,Columbus,Ohio,43229,East,OFF-BEL-10001325,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",290.352,4,0.4,-72.588
6000,US2013-1970,2013-12-12,2013-12-12,Same Day,NS-8640,Noel Staavos,Corporate,Columbus,Ohio,43229,East,FUR-LES-10003819,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",109.53,2,0.7,-208.107
6001,US2011-6660,2011-12-10,2011-12-14,Standard Class,SH-9975,Sally Hughsby,Corporate,Caldwell,Idaho,83605,West,FUR-OFF-10003518,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,169.176,2,0.4,-53.5724
6002,US2011-6660,2011-12-10,2011-12-14,Standard Class,SH-9975,Sally Hughsby,Corporate,Caldwell,Idaho,83605,West,OFF-XER-10001784,Office Supplies,Paper,Xerox 1931,15.552,4,0.4,2.0736
6003,US2011-6660,2011-12-10,2011-12-14,Standard Class,SH-9975,Sally Hughsby,Corporate,Caldwell,Idaho,83605,West,OFF-XER-10001954,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",54.816,4,0.4,5.4816
6004,US2011-6340,2011-12-13,2011-12-17,Standard Class,RF-9345,Randy Ferguson,Corporate,Phoenix,Arizona,85023,West,FUR-ELE-10000515,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",73.3,2,0,19.791
6005,US2011-6340,2011-12-13,2011-12-17,Standard Class,RF-9345,Randy Ferguson,Corporate,Phoenix,Arizona,85023,West,OFF-CAR-10000042,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",17.38,2,0,7.9948
6006,US2014-3440,2014-09-22,2014-09-28,Standard Class,DL-2865,Dan Lawera,Consumer,Miami,Florida,33142,South,OFF-AVE-10002987,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",24.588,1,0.4,3.6882
6007,US2014-6820,2014-09-08,2014-09-12,Standard Class,AG-390,Allen Goldenen,Consumer,Los Angeles,California,90004,West,FUR-C-L-10000375,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",17.784,4,0.1,6.3232
6008,US2012-290,2012-11-02,2012-11-07,Standard Class,SW-10245,Scot Wooten,Consumer,Troy,New York,12180,East,FUR-GLO-10002740,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,0.1,8.5372
6009,US2014-2990,2014-12-12,2014-12-19,Standard Class,KN-6390,Katherine Nockton,Corporate,New Bedford,Massachusetts,2740,East,TEC-PLA-10002283,Technology,Phones,Plantronics MX500i Earset,85.9,2,0,2.577
6010,US2014-8030,2014-04-02,2014-04-04,First Class,GB-4530,George Bell,Corporate,Florence,South Carolina,29501,South,FUR-DEF-10001405,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",85.3,2,0,14.501
6011,US2012-7680,2012-12-30,2013-01-03,Standard Class,CL-2565,Clay Ludtke,Consumer,Los Angeles,California,90049,West,OFF-XER-10000789,Office Supplies,Paper,Xerox 1929,41.112,2,0.1,16.4448
6012,US2012-7680,2012-12-30,2013-01-03,Standard Class,CL-2565,Clay Ludtke,Consumer,Los Angeles,California,90049,West,OFF-230-10004799,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,44.964,2,0.1,4.4964
6013,US2012-7680,2012-12-30,2013-01-03,Standard Class,CL-2565,Clay Ludtke,Consumer,Los Angeles,California,90049,West,TEC-ZEB-10000351,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2867.13,6,0.1,605.283
6014,US2012-7680,2012-12-30,2013-01-03,Standard Class,CL-2565,Clay Ludtke,Consumer,Los Angeles,California,90049,West,OFF-TYV-10001044,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,162.864,2,0.1,63.336
6015,US2012-7680,2012-12-30,2013-01-03,Standard Class,CL-2565,Clay Ludtke,Consumer,Los Angeles,California,90049,West,TEC-CIS-10003904,Technology,Phones,Cisco SPA 502G IP Phone,215.91,2,0.1,47.98
6016,US2013-8930,2013-03-11,2013-03-12,First Class,KF-6285,Karen Ferguson,Home Office,Los Angeles,California,90008,West,OFF-RED-10000751,Office Supplies,Paper,Rediform Voice Mail Log Books,10.728,4,0.1,4.5296
6017,US2013-8930,2013-03-11,2013-03-12,First Class,KF-6285,Karen Ferguson,Home Office,Los Angeles,California,90008,West,TEC-APP-10001125,Technology,Phones,Apple iPhone 5,4678.776,8,0.1,883.7688
6018,US2011-4660,2011-04-06,2011-04-12,Standard Class,AY-555,Andy Yotov,Corporate,Los Angeles,California,90049,West,FUR-TEN-10001761,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,82.764,2,0.1,6.4372
6019,US2011-4660,2011-04-06,2011-04-12,Standard Class,AY-555,Andy Yotov,Corporate,Los Angeles,California,90049,West,FUR-C-L-10000511,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,25.542,6,0.1,8.2302
6020,US2011-4660,2011-04-06,2011-04-12,Standard Class,AY-555,Andy Yotov,Corporate,Los Angeles,California,90049,West,OFF-XER-10001584,Office Supplies,Paper,Xerox 211,11.664,2,0.1,4.9248
6021,US2011-4660,2011-04-06,2011-04-12,Standard Class,AY-555,Andy Yotov,Corporate,Los Angeles,California,90049,West,OFF-XER-10001646,Office Supplies,Paper,Xerox 194,49.932,1,0.1,21.0824
6022,US2011-8990,2011-10-05,2011-10-10,Second Class,BD-1635,Brian Derr,Consumer,Columbus,Ohio,43229,East,OFF-BEL-10000139,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,55.152,4,0.4,-9.192
6023,US2013-3730,2013-08-14,2013-08-14,Same Day,HG-5025,Hunter Glantz,Consumer,Kenner,Louisiana,70065,South,OFF-STA-10003468,Office Supplies,Appliances,Staples,17.34,2,0,4.6818
6024,US2013-3730,2013-08-14,2013-08-14,Same Day,HG-5025,Hunter Glantz,Consumer,Kenner,Louisiana,70065,South,TEC-SON-10001774,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.1158
6025,US2011-2660,2011-11-17,2011-11-21,Standard Class,CB-2025,Cassandra Brandow,Consumer,Cedar Hill,Texas,75104,Central,OFF-RED-10003086,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",3.54,2,0.4,0.472
6026,US2014-6520,2014-04-25,2014-04-28,First Class,LS-6945,Linda Southworth,Corporate,Providence,Rhode Island,2908,East,TEC-V7 -10001133,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,0,4.8986
6027,US2014-9360,2014-08-25,2014-08-27,Second Class,DM-3015,Darrin Martin,Consumer,Lancaster,Ohio,43130,East,OFF-AVA-10001800,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,484.704,8,0.4,-96.9408
6028,US2014-9360,2014-08-25,2014-08-27,Second Class,DM-3015,Darrin Martin,Consumer,Lancaster,Ohio,43130,East,OFF-XER-10001130,Office Supplies,Paper,Xerox 1966,7.776,2,0.4,1.1664
6029,US2014-1480,2014-02-24,2014-03-03,Standard Class,AC-615,Ann Chong,Corporate,Seattle,Washington,98115,West,OFF-ALL-10004371,Office Supplies,Fasteners,Alliance Rubber Bands,6.048,4,0.1,-0.4032
6030,US2014-1480,2014-02-24,2014-03-03,Standard Class,AC-615,Ann Chong,Corporate,Seattle,Washington,98115,West,TEC-INV-10003029,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,64.764,4,0.1,27.3448
6031,US2013-7030,2013-11-20,2013-11-22,First Class,LT-7110,Liz Thompson,Consumer,Jacksonville,North Carolina,28540,South,OFF-DEL-10004473,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,2,0,10.626
6032,US2013-570,2013-11-15,2013-11-16,First Class,TB-11250,Tim Brockman,Consumer,Los Angeles,California,90049,West,OFF-NEW-10003205,Office Supplies,Art,Newell 35,5.904,2,0.1,1.2464
6033,US2014-7910,2014-07-07,2014-07-07,Same Day,AH-585,Angele Hood,Consumer,Miami,Florida,33142,South,FUR-GLO-10001022,Furniture,Chairs,Global Comet Stacking Armless Chair,179.43,1,0.4,-35.886
6034,US2013-6920,2013-12-26,2014-01-02,Standard Class,SS-10140,Saphhira Shifley,Corporate,Nashua,New Hampshire,3060,East,FUR-MAS-10001903,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0,6.5472
6035,US2014-1300,2014-04-24,2014-04-26,First Class,TD-10995,Tamara Dahlen,Consumer,New York City,New York,10011,East,OFF-FIS-10001131,Office Supplies,Supplies,Fiskars Softgrip Scissors,39.528,4,0.1,7.9056
6036,US2012-1050,2012-12-14,2012-12-18,Standard Class,PP-8955,Paul Prost,Home Office,Los Angeles,California,90036,West,FUR-MAS-10001461,Furniture,Furnishings,"Master Caster Door Stop, Gray",9.144,2,0.1,2.4384
6037,US2012-9330,2012-04-19,2012-04-25,Standard Class,PG-8820,Patrick Gardner,Consumer,Carrollton,Texas,75007,Central,OFF-FEL-10002246,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",58.704,2,0.4,-13.6976
6038,US2012-9330,2012-04-19,2012-04-25,Standard Class,PG-8820,Patrick Gardner,Consumer,Carrollton,Texas,75007,Central,OFF-FEL-10004882,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,931.176,4,0.4,108.6372
6039,US2013-8060,2013-09-05,2013-09-09,Standard Class,AA-645,Anna Andreadi,Consumer,Georgetown,Kentucky,40324,South,FUR-COL-10002471,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076
6040,US2013-8060,2013-09-05,2013-09-09,Standard Class,AA-645,Anna Andreadi,Consumer,Georgetown,Kentucky,40324,South,OFF-POL-10002234,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0,54.6912
6041,US2013-8060,2013-09-05,2013-09-09,Standard Class,AA-645,Anna Andreadi,Consumer,Georgetown,Kentucky,40324,South,OFF-FEL-10000235,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,103.936,4,0.2,-20.7872
6042,US2013-8060,2013-09-05,2013-09-09,Standard Class,AA-645,Anna Andreadi,Consumer,Georgetown,Kentucky,40324,South,OFF-NON-10002352,Office Supplies,Art,Nontoxic Chalk,3.52,2,0,1.6896
6043,US2014-1750,2014-09-25,2014-09-30,Standard Class,FA-4230,Frank Atkinson,Corporate,Los Angeles,California,90008,West,TEC-WIL-10001765,Technology,Phones,Wilson Electronics DB Pro Signal Booster,644.4,2,0.1,121.72
6044,US2014-1750,2014-09-25,2014-09-30,Standard Class,FA-4230,Frank Atkinson,Corporate,Los Angeles,California,90008,West,TEC-SOC-10001916,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),379.71,2,0.1,160.322
6045,US2013-2160,2013-02-04,2013-02-08,Standard Class,TB-11520,Tracy Blumstein,Consumer,Sierra Vista,Arizona,85635,West,FUR-NU--10003725,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,17.96,2,0,7.5432
6046,US2014-1580,2014-05-20,2014-05-25,Second Class,AH-75,Adam Hart,Corporate,Knoxville,Tennessee,37918,South,FUR-OFF-10003021,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,261.96,2,0,28.8156
6047,US2014-1580,2014-05-20,2014-05-25,Second Class,AH-75,Adam Hart,Corporate,Knoxville,Tennessee,37918,South,OFF-XER-10001756,Office Supplies,Paper,Xerox 1949,29.88,6,0,14.6412
